rowNumber,date,time_of_day,headspace_package,day_within_headspace_package,clarity_pre_meditation,calm_pre_meditation,tiredness_pre_meditation,hours_awake_today,hours_slept_last_night,hours_since_meal,meditation_minutes_earlier_today,mood_bad_proportion_since_last_entry,mood_low_proportion_since_last_entry,mood_mildlypleasant_proportion_since_last_entry,mood_verygood_proportion_since_last_entry,stroop_congruent_pre_meditation,stroop_incongruent_pre_meditation,stroop_mistake_pre_meditation,meditation_randomised_walking,meditation_randomised_sitting,meditation_randomised_standing,stroop_congruent_post_meditation,stroop_incongruent_post_meditation,stroop_mistake_post_meditation,clarity_post_meditation,calm_post_meditation,tiredness_post_meditation,self_regulation_failure_severity,hrs_since_coffee,out_of_home,hangover,re_anchor,data_point_quality_compromised
513,1.12.2015,14:27,22,11,6.25,5.25,4.25,3.2,8.7,2,25,0,0.3,0.4,0.3,10.2,10.0365,at least one,0,1,0,7.23,10.0455,none,5.25,4.25,5.5,NA,1.25,0,0,1,1
514,2.12.2015,14:35,22,12,5.5,4.75,6,6.25,6.9,1,0,0,0.7,0.3,0,8.37,11.0865,at least one,0,0,1,13.204,10.833000000000002,none,3.75,5,7.5,NA,5.5,1,0,1,1
515,3.12.2015,19:43,22,13,4.5,4.5,7.5,7.5,7.7,6.25,25,0,0.3,0.7,0,8.81,8.568,NA,0,1,0,8.678,9.1545,NA,4.75,5,7,NA,2.75,1,0,1,1
516,4.12.2015,15:24,22,14,5.25,5.5,7.75,6.25,2.5,26,0,0,0.5,0.45,0.05,11.308,10.7265,NA,1,0,0,11.166,10.0725,NA,6.25,5.5,5.75,NA,1.25,0,0,1,0
517,5.12.2015,16:43,22,15,5,4.25,5.5,3.4,9.9,4.75,30,0,0.4,0.6,0,9.944,9.7215,at least one,0,1,0,9.082,10.995000000000001,none,4.75,4,6.5,NA,6,0,0,1,1
518,6.12.2015,14:49,22,16,7,4,5.25,2.7,8.6,1,30,0.1,0.6,0.3,0,10.582,8.322,NA,0,1,0,9.394,10.104,NA,5.5,4.5,6.25,NA,1.5,0,0,1,0
519,7.12.2015,21:08,22,17,5.75,5.25,7.25,9.4,8.4,24,60,0,0.7,0.3,0,12.876,10.3965,almost,0,1,0,8.716,10.05,none,6.5,4.75,6.25,NA,3.5,1,0,1,0
520,8.12.2015,14:20,22,18,6.75,5.25,6.25,1.75,8.3,49,30,0,0.2,0.6,0.2,9.852,9.6705,NA,1,0,0,8.606,9.9945,NA,5.75,5,5.75,NA,21.5,0,0,1,1
521,9.12.2015,23:38,22,19,5.25,4.25,6.75,10.1,7.5,1.75,40,0.1,0.7,0.2,0,8.87,11.383500000000002,NA,0,0,1,8.632,9.258,NA,5.75,5.5,7.25,NA,4,0,0,1,0
522,10.12.2015,22:52,22,20,6,4.5,5.75,11.5,7.8,2.2,30,0,0.1,0.9,0,6.686,11.5305,NA,0,1,0,11.93,10.057500000000001,NA,4,4,6.75,NA,8.5,0,0,1,0
523,11.12.2015,23:59,22,21,6,4.75,6.5,15.1,6.55,1.6,60,0.3,0.4,0.3,0,7.468,9.814499999999999,NA,1,0,0,9.918,9.219,NA,5.75,5.25,6.5,NA,3.6,0,0,1,0
524,12.12.2015,17:11,22,22,5,3.75,5.5,3.5,9.5,3.1,60,0.4,0.4,0.15,0.05,6.976,8.8095,NA,0,0,1,8.588,10.413,NA,5.5,4.75,5.75,NA,2.75,0,0,1,0
525,13.12.2015,17:23,22,23,6.75,4,3.75,4,9.1,2.4,30,0,0.3,0.7,0,11.36,10.9155,NA,0,1,0,10.664,8.1375,NA,6,5.5,6.25,NA,0.5,0,0,1,0
526,14.12.2015,23:59,22,24,5,4.25,7.5,13.8,8.1,3,60,0,0.4,0.6,0,9.582,7.617,NA,1,0,0,8.192,8.5515,NA,5.75,5,6.5,NA,10,1,0,1,0
527,15.12.2015,15:28,22,25,5,4.5,5.25,1.3,8.65,12,30,0,0.2,0.5,0.3,8.8,9.7935,NA,1,0,0,10.826,11.182500000000001,NA,5,4.75,6,NA,24,0,0,1,0
528,16.12.2015,20:03,22,26,5,4.75,6,6.4,9,5.4,30,0,0.4,0.6,0,15.698,10.367999999999999,NA,0,1,0,9.55,11.758500000000002,NA,5.25,4.5,6,NA,5.2,0,0,1,0
529,17.12.2015,21:04,22,27,4,5,7.25,9,8.3,1.8,0,0,0.3,0.7,0,9.24,9.2805,none,0,0,1,8.074,10.3575,almost,4,4.25,6.75,NA,3,1,0,1,0
530,18.12.2015,19:29,22,28,4,4.75,7.5,9.25,6.8,5,0,0.2,0.5,0.3,0,9.092,8.953500000000002,none,0,1,0,11.49,9.591,almost,5,5.25,6.5,NA,0.75,1,0,1,1
531,19.12.2015,NA,NA,NA,NA,NA,NA,NA,6.55,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
532,20.12.2015,15:46,22,29,5,4,5,4.75,10,0,0,0.2,0.45,0.2,0.15,8.194,8.544,NA,0,1,0,9.656,10.1625,NA,5,4.5,6.5,NA,2,0,0,1,1
533,21.12.2015,12:20,22,30,6.5,5.25,4,1.3,9.5,12.5,30,0.6,0.4,0,0,11.922,11.0325,almost,0,1,0,11.512,10.671,none,4.75,4.5,6,NA,16.5,0,0,1,1
534,22.12.2015,11:51,23,1,5,4.25,6.5,1.2,7.6,36.5,30,0,0.2,0.8,0,11.212,10.0155,none,1,0,0,8.576,11.7405,at least one,4.75,4.25,5.75,NA,15.9,0,0,1,1
535,23.12.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
536,24.12.2015,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
537,25.12.2015,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
538,26.12.2015,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
539,27.12.2015,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
540,28.12.2015,19:12,23,2,4,4.75,7,7.2,8.35,3,25,0.1,0.5,0.3,0.1,7.674,7.2375,NA,1,0,0,7.7,8.557500000000001,NA,5.5,5.25,6.25,NA,0.5,1,0,1,0
541,29.12.2015,23:57,23,3,6,4.25,5.75,11.4,8.7,1.7,25,0,0.3,0.7,0,10.414,10.1775,NA,0,0,1,10.02,9.1545,NA,4.75,4.5,6.75,NA,3.2,0,0,1,1
542,30.12.2015,18:38,23,4,5,4.25,5.5,4.9,8.4,2,25,0.15,0.7,0.15,0,7.842,10.266000000000002,NA,0,1,0,11.536,9.51,NA,4.75,4.25,5.75,NA,7.6,0,0,1,0
543,31.12.2015,17:24,23,5,7.5,5.5,4.25,4,9.2,3,25,0.1,0.4,0.4,0.1,8.308,8.1435,NA,0,0,1,9.964,10.636500000000002,NA,5.75,4.25,4.75,NA,0.75,0,0,1,1
544,1.1.2016,16:29,23,6,5.5,5.5,5.25,1.6,8.25,10.5,0,0.1,0.4,0.5,0,7.368,10.378499999999999,at least one,1,0,0,9.216,9.9105,none,4.75,4.75,5.5,NA,12.25,0,0,1,1
545,2.1.2016,19:09,23,7,6.25,5.25,3.25,4.75,10.15,4,20,0,0,0.5,0.5,9.99,8.811,almost,0,0,1,9.108,9.067499999999999,none,6.5,5.25,5.5,NA,0.4,1,0,1,0
546,3.1.2016,18:11,23,8,5.5,4.75,4.5,3,9.35,2,20,0,0.3,0.7,0,10.766,11.6655,NA,1,0,0,9.936,10.4865,NA,5.5,4.5,4.25,NA,19.5,0,0,1,0
547,4.1.2016,23:59,23,9,6.25,5.25,6.25,12,8.4,3.5,24,0.05,0.25,0.6,0.1,9.406,10.0635,NA,0,1,0,9.482,14.5965,NA,4.5,4.75,6,NA,7.6,0,0,1,0
548,5.1.2016,20:10,23,10,4,5,6.25,5.9,9.2,4.5,24,0,0.15,0.85,0,15.466,9.394499999999999,NA,0,1,0,11,8.901,NA,4,4.75,6.75,NA,26.7,0,0,1,0
549,6.1.2016,18:13,23,11,6,4.75,5,3.7,8.65,3,25,0,0.05,0.8,0.15,11.164,8.944500000000001,NA,0,1,0,8.282,9.4515,NA,5.75,4.75,6.25,NA,2.75,0,0,1,0
550,7.1.2016,23:57,23,12,5.5,5,5.5,10,8.85,3.25,25,0,0.05,0.95,0,11.372,11.269499999999999,NA,0,1,0,14.518,9.520500000000002,NA,4.75,4.75,6.25,NA,2,0,0,1,1
551,8.1.2016,18:54,23,13,5.25,4.5,5.5,5.8,9.25,22.25,0,0,0.6,0.4,0,10.392,9.5355,NA,0,0,1,11.008,11.7315,NA,5.75,5,6,NA,0.5,0,NA,1,0
552,9.1.2016,23:07,23,14,6.25,6,5.5,14.1,6.5,0,0,0.1,0.5,0.4,0,9.416,9.8655,NA,0,0,1,9.598,10.889999999999999,NA,5.5,4.5,5.5,NA,1.8,0,0,1,0
553,10.1.2016,23:59,23,15,6.25,5.5,5.5,11.5,9.6,0.25,360,0,0,0.8,0.2,8.166,7.2345,NA,0,1,0,11.956,9.389999999999999,NA,4.25,4.5,6.5,NA,4,1,0,1,0
554,11.1.2016,19:38,23,16,4.75,4.5,5.5,6.5,8.8,5.5,10,0,0.7,0.3,0,7.59,8.5815,NA,0,0,1,9.168,10.6845,NA,4.5,4.25,5.25,NA,3,0,0,1,0
555,12.1.2016,15:36,23,17,5.75,5.25,4.5,2.3,7.3,1.75,25,0.2,0.5,0.25,0.05,9.486,9.868500000000001,none,0,1,0,15.798,11.635499999999999,almost,5.25,4.75,5.75,NA,0.75,0,0,1,0
556,13.1.2016,23:06,23,18,7.25,4.75,5.5,9.25,8.2,2.3,25,0.05,0.15,0.5,0.3,8.194,9.264,NA,0,1,0,9.74,9.8205,NA,6,4.5,6.5,NA,7,1,0,1,0
557,15.1.2016,02:14,23,19,5.5,4.75,5.25,10.5,5.5,1.75,0,0.2,0.4,0.3,0.1,8.23,10.270500000000002,at least one,0,1,0,9.24,10.227,none,5,4.5,5.75,NA,6.5,0,0,1,1
558,15.1.2016,13:57,23,20,4,5,7,2.8,6.85,2,0,0,0.8,0.2,0,11.848,10.5525,NA,0,1,0,10.948,8.5815,NA,4.75,4.5,6.5,NA,0,0,0,1,0
559,16.1.2016,17:59,23,21,6.5,4.75,4.75,5.4,10.1,2.5,0,0,0.1,0.7,0.2,6.518,9.0885,NA,0,1,0,10.102,9.7905,NA,4.75,4.5,6.25,NA,2.5,0,0,1,0
560,17.1.2016,16:07,23,22,6.25,4.75,5.5,5.1,8.5,4,30,0,0.2,0.8,0,9.29,9.394499999999999,NA,1,0,0,12.538,8.964,NA,5.5,5,5.5,NA,0.25,0,0,1,0
561,18.1.2016,23:53,23,23,5.75,4.5,7,8.2,7.8,1.5,0,0.05,0.3,0.65,0,10.456,9.328500000000002,almost,0,0,1,11.68,10.719,none,4.75,4.5,7,NA,13.2,0,0,1,0
562,19.1.2016,15:41,23,24,4.75,4.25,6.5,7.25,7.3,3,0,0.05,0.25,0.7,0,7.882,8.5155,NA,0,1,0,7.984,7.7985,NA,5.25,5,6.25,NA,0.5,1,0,1,0
563,20.1.2016,15:24,23,25,5.75,4.5,3.75,4.6,7.3,3,30,0,0.3,0.65,0.05,8.26,9.628499999999999,NA,0,1,0,9.074,9.1305,NA,4.25,4.75,6,NA,2.5,0,0,1,0
564,21.1.2016,20:26,23,26,5.25,4.5,4.5,6.8,9,4.5,30,0.05,0.15,0.5,0.3,11.156,9.5415,almost,0,1,0,10.892,10.114500000000001,at least one,4.75,4.5,6.25,NA,1.25,1,0,1,1
565,22.1.2016,19:29,23,27,6,5.25,3.75,5.15,7.1,4.5,30,0,0.3,0.6,0.1,8.854,7.858499999999999,none,0,1,0,10.692,11.275500000000001,none,5.75,5.25,6.25,NA,0.25,0,0,1,0
566,23.1.2016,17:52,23,28,5.75,4.75,5.5,3.6,9,3,30,0,0.1,0.9,0,9.242,10.7175,at least one,0,0,1,10.548,10.35,none,5.75,4.25,5.75,NA,1.5,0,0,1,0
567,24.1.2016,17:26,23,29,6.75,4.5,3.5,3.75,8.15,2.2,30,0,0.1,0.7,0.2,8.614,10.275,none,1,0,0,9.836,12.442499999999999,almost,8,5.25,5.5,NA,1.5,0,0,1,0
568,25.1.2016,21:43,23,30,4.5,4.5,5.5,6.75,8.75,1,30,0,0.1,0.8,0.1,11.054,11.211,none,0,0,1,9.956,10.750499999999999,none,5,4.25,6.5,NA,1,0,0,1,1
569,26.1.2016,20:11,24,1,5.5,4.25,5.5,9.75,8.75,3.75,30,0.1,0.3,0.6,0,12.254,9.7665,almost,0,1,0,7.864,8.661,none,4.5,4.5,6.5,NA,2,1,0,1,0
570,27.1.2016,17:53,24,2,4.5,5.25,6,3.5,8.1,2.75,25,0,0.1,0.7,0.2,8.57,10.376999999999999,none,0,1,0,9.086,8.499,none,5.25,4.5,5.25,NA,0,0,0,1,1
571,28.1.2016,23:45,24,3,5.5,5.5,5.75,11.25,7.3,2,0,0.3,0.3,0.4,0,8.148,9.919500000000001,none,0,0,1,10.506,9.4845,none,4,5,6.75,3,10,0,0,1,0
572,29.1.2016,17:44,24,4,4.75,4.5,6.25,5.4,8.65,4.75,0,0.2,0.2,0.6,0,8.98,9.005999999999998,none,0,0,1,9.546,10.074000000000002,none,4.75,4.25,5.5,4,4.75,0,0,1,0
573,30.1.2016,19:17,24,5,4.5,4.5,6.5,7.2,8.25,0.6,0,0.15,0.2,0.65,0,9.316,11.3415,almost,0,1,0,9.718,8.7735,none,5.5,4.75,6.25,1,2.4,1,0,1,0
574,31.1.2016,19:55,24,6,5.5,4.5,4.75,5.4,8.85,3.4,25,0,0.15,0.65,0.2,8.908,9.769499999999999,none,1,0,0,8.068,9.873000000000001,none,4.5,4.75,6.25,0,3.4,0,0,1,0
575,1.2.2016,17:48,24,7,5.25,4.25,5.25,3.25,8.1,2,0,0.2,0.5,0.3,0,9.018,10.999500000000001,none,0,1,0,9.788,9.616499999999998,none,4.5,4.5,5.75,1,0.9,0,0,1,0
576,2.2.2016,15:56,24,8,5.25,4.75,5,4.3,8.2,2.6,0,0.1,0.5,0.3,0.1,8.098,9.0285,none,0,1,0,12.378,8.9625,none,4.75,4.5,5.5,1,2.6,0,0,1,0
577,3.2.2016,21:28,24,9,4.5,5.75,6,10.9,7.9,1,0,0.6,0.25,0.15,0,9.898,8.275500000000001,none,0,1,0,10.528,9.7515,none,5.5,4.5,4.5,0,5.5,0,0,1,1
578,4.2.2016,19:20,24,10,5.25,5,5.75,6.1,10.75,4,0,0.1,0.1,0.7,0.1,10.944,8.7915,at least one,0,1,0,8.178,8.786999999999999,none,5.25,5,6.25,0,1.7,1,0,1,0
579,5.2.2016,15:04,24,11,5.75,4.75,6.25,3.9,7.7,2,0,0.2,0.5,0.3,0,9.588,9.126,none,0,1,0,9.056,8.501999999999999,none,4.75,4.75,5.5,0,0.5,1,0,1,0
580,7.2.2016,01:34,24,12,4,4.5,7.5,16.6,8.6,2.5,450,0.2,0.3,0.5,0,10.458,10.215,almost,0,1,0,10.192,10.236,none,5,4.75,6.5,2,11.5,0,0,1,0
581,7.2.2016,23:00,24,13,4.5,4.25,5.75,8.4,9.6,0.25,0,0.4,0.4,0.2,0,12.884,8.415000000000001,none,1,0,0,9.588,10.9635,none,4.75,4.25,5.5,4,5,0,0,1,0
582,8.2.2016,19:15,24,14,5.5,4.5,5.75,6.1,8.9,2.9,0,0.2,0.65,0.15,0,10.142,11.8245,almost,0,0,1,10.982,11.5455,none,4.5,4.25,5.75,2,0.2,1,0,1,0
583,9.2.2016,23:16,24,15,4.75,4.25,5.5,10,7.2,1.25,0,0.4,0.5,0.1,0,8.036,9.516000000000002,none,1,0,0,12.084,11.8995,at least one,5.25,4.75,6,0,7.25,0,0,1,0
584,10.2.2016,17:23,24,16,4.25,5.5,6.75,6.6,8.3,2.5,0,0.1,0.4,0.5,0,7.406,9.1065,at least one,1,0,0,8.382,10.1175,none,4.5,4.5,6.25,0,1.5,1,0,1,0
585,11.2.2016,22:05,24,17,5.5,5.25,5.25,10.8,7.8,2.75,0,0.05,0.2,0.7,0.05,8.304,8.946000000000002,none,0,0,1,7.782,9.1515,none,5,4.5,5.25,0,4.5,1,0,1,0
586,12.2.2016,19:28,24,18,5.75,5.25,4.25,7.5,5.5,6,25,0,0.2,0.7,0.1,9.108,10.326,none,0,1,0,9.252,7.897499999999999,none,5.25,5.25,5.25,1,0,0,0,1,0
587,13.2.2016,15:13,24,19,4.75,4.5,5.25,3,9.1,2,0,0.05,0.2,0.5,0.25,8.75,10.818,none,0,0,1,9.634,9.919500000000001,none,4.5,4.25,5.75,1,1.75,0,0,1,0
588,14.2.2016,15:30,24,20,5.5,4.75,6.25,5.5,7.8,1.5,0,0,0.2,0.5,0.3,8.34,9.0045,none,0,1,0,10.074,9.273,none,5.5,4.75,5.75,0,1.25,0,0,1,1
589,15.2.2016,16:37,24,21,5,4.25,5.5,2.6,8.75,2,0,0.05,0.3,0.25,0.4,8.464,8.2575,none,0,1,0,12.172,9.0825,none,4,4.5,5.5,1,22,0,0,1,1
590,16.2.2016,19:56,24,22,6.75,5,5,5.9,9,5.2,0,0.05,0.1,0.65,0.2,9.89,11.5185,almost,0,1,0,6.768,9.237,none,5.5,4.75,5.5,0,3,0,0,1,0
591,17.2.2016,14:43,24,23,4.75,4.25,5.25,3.4,8.9,3,0,0,0,0.8,0.2,8.344,10.057500000000001,none,0,1,0,11.472,11.305499999999999,at least one,4.5,4.75,5.75,0,1.5,0,0,1,1
592,18.2.2016,21:40,24,24,4.5,4.75,7.25,9.9,8.75,1.75,0,0.01,0.3,0.6,0,8.278,8.0655,none,0,1,0,10.28,9.3765,none,4.75,4.75,6.5,0,4.2,1,0,1,0
593,19.2.2016,16:53,24,25,5.75,5,5.75,5,8.5,20.9,0,0,0,1,0,9.588,9.874500000000001,none,1,0,0,10.118,11.2425,none,6,4.75,4.75,1,2.5,0,0,1,0
594,20.2.2016,12:03,24,26,6,4.75,5.25,0.5,5.15,40.1,25,0,0.1,0.9,0,8.3,9.947999999999999,none,1,0,0,12.23,11.6295,none,5.25,4.5,5.75,2,14.1,0,0,1,0
595,21.2.2016,23:55,24,27,4.75,3.75,5.75,10.2,8.2,1.5,0,0.3,0.2,0.4,0.1,NA,NA,almost,1,0,0,10.11,10.314,none,4.75,4.5,6.75,0,8.2,0,0,1,1
596,22.2.2016,20:55,24,28,5.25,4,5.5,11.9,7.2,7.9,0,0.4,0.5,0.1,0,7.004,9.1845,none,0,1,0,10.096,9.798,none,4.5,4.5,5.75,2,8,1,0,1,0
597,23.2.2016,16:24,24,29,4.75,4.75,5.25,4,8.7,3.5,0,0.1,0.5,0.4,0,8.526,10.98,almost,0,1,0,12.604,9.988499999999998,almost,4.75,4.75,5.5,0,1,0,0,1,0
598,24.2.2016,19:00,24,30,4.5,5.25,6.5,7.25,8.9,5,0,0,0.2,0.65,0.15,7.458,8.6655,none,0,1,0,8.672,8.9955,none,5,4.75,6.25,1,3,1,0,1,0
599,25.2.2016,20:47,25,1,5.25,5,5.5,6.75,8.25,5.75,0,0.05,0.3,0.65,0,9.072,10.4865,none,0,1,0,8.894,12.6135,almost,4.75,4.75,6,0,3,0,0,1,0
600,26.2.2016,13:21,25,2,5.5,5,5.25,2.6,7.75,0.5,0,0,0.5,0.5,0,8.928,10.3365,none,0,0,1,8.994,9.5325,none,4.75,4.75,5,1,0.5,0,0,1,0
601,28.2.2016,01:57,25,3,5.25,6,6.5,13,10.1,1,30,0.2,0.4,0.4,0,8.412,10.5615,at least one,0,0,1,9.398,9.951,none,5.5,5,6.25,0,3.5,0,0,1,0
602,28.2.2016,17:01,25,4,5.75,4.25,5.25,5.7,7.9,3,0,0,0.5,0.5,0,9.114,7.213500000000001,almost,1,0,0,6.974,9.4845,none,5.5,5.25,5.25,0,3,1,0,1,0
603,29.2.2016,16:40,25,5,4.5,4.5,5,3,8.9,25,0,0.1,0.3,0.5,0.1,10.786,9.767999999999999,at least one,0,1,0,10.564,9.547500000000001,at least one,5,5,5.5,3,20,0,0,1,0
604,1.3.2016,14:38,25,6,6,5.25,5,3,8.3,1.5,0,0.4,0.4,0.2,0,10.888,12.395999999999999,none,1,0,0,11.876,9.09,none,4.75,4.75,5.75,0,41.7,0,0,1,0
605,2.3.2016,15:14,25,7,4.5,4.5,6.25,2.5,8.7,2,30,0,0.6,0.4,0,10.284,11.0295,almost,0,1,0,8.012,9.798,none,5,4.75,5.25,1,66.25,0,0,1,0
606,3.3.2016,14:35,25,8,5.5,4.75,5,3.6,7.1,15.6,0,0.1,0.4,0.5,0,8.706,10.8585,none,0,1,0,9.714,9.7875,none,5.5,4.75,5.5,1,89.6,0,0,1,0
607,4.3.2016,13:35,25,9,6.25,5.25,4.25,2,7.65,38.6,30,0,0.1,0.8,0.1,9.746,13.285499999999999,at least one,1,0,0,10.352,12.321000000000002,none,5.75,5.25,5.25,0,112.6,0,0,1,0
608,5.3.2016,23:51,25,10,5,5.25,6.75,14.8,7.55,2.75,NA,0,0.15,0.7,0.15,10.96,12.6945,almost,0,1,0,10.152,10.3965,none,5.5,4.75,6.5,0,146.9,0,0,1,0
609,6.3.2016,21:28,25,11,4.75,5.25,7,10,7.5,2.5,65,0.1,0.5,0.4,0,9.742,11.985000000000001,none,1,0,0,7.676,10.962,none,4.25,4.75,7.25,4,168.5,0,0,1,0
610,8.3.2016,00:03,25,12,4.75,4.5,6.25,11.75,8.25,1.8,0,0,0.65,0.35,0,8.956,12.049499999999998,at least one,0,1,0,10.956,11.922,none,4.5,4.75,7,1,4.7,0,0,1,0
611,8.3.2016,17:28,25,13,5,4.75,5.5,5.75,7.8,19.3,0,0.05,0.2,0.75,0,8.546,8.661,none,0,1,0,9.146,8.2185,none,5,4.75,5.25,0,22.1,1,0,1,0
612,9.3.2016,15:15,25,14,5.5,4.75,5.5,1.1,7.9,41.1,25,0,0.15,0.75,0.1,11.028,15.7965,at least one,0,1,0,10.16,11.0625,none,4.75,4.75,6,0,19.3,0,0,1,0
613,10.3.2016,22:14,25,15,6.25,5.25,5.75,9.75,9.6,3,0,0,0.3,0.7,0,6.926,9.8475,none,0,1,0,9.65,9.102,none,5,5.25,6.25,0,7,1,0,1,0
614,11.3.2016,18:06,25,16,6.25,4.75,4.75,5.25,10,4.5,0,0,0.15,0.75,0.1,9.01,9.428999999999998,none,0,1,0,9.484,9.972,none,5.25,5,5.5,3,3.25,0,0,1,0
615,12.3.2016,14:44,25,17,4.75,5.25,6,4.6,6,4.25,0,0.05,0.1,0.85,0,10.528,11.8995,almost,0,1,0,11.942,9.493500000000001,almost,5,5,6.5,4,15.75,0,0,1,0
616,13.3.2016,15:58,25,18,6,4.75,5.5,7.2,6.5,0.5,60,0,0.2,0.75,0.05,9.366,9.741,none,0,1,0,10.174,10.995000000000001,none,5,4.75,5.25,4,0,1,0,1,0
617,14.3.2016,20:25,25,19,5,4.5,6.25,8,9,3.7,45,0,0.4,0.6,0,12.412,7.906499999999999,none,0,1,0,9.42,11.2935,none,5,4.25,5.5,1,2.5,0,0,1,0
618,15.3.2016,20:34,25,20,4.25,4,6.25,9.5,8.8,1.4,0,0.3,0.6,0.1,0,10.066,11.517,none,0,1,0,12.062,9.1095,none,4.75,4.25,6.5,0,0.75,0,0,1,0
619,16.3.2016,19:21,25,21,5.5,5.25,5.25,6.1,8.8,2.2,0,0.2,0.2,0.6,0,9.494,10.1955,none,0,0,1,11.234,11.7855,none,4.75,4.75,5.5,0,5.2,0,0,1,0
620,17.3.2016,15:52,25,22,4.75,4.5,5.5,1.1,9.75,12.25,0,0.1,0.6,0.3,0,9.108,10.9485,none,0,1,0,13.038,10.9185,none,4.5,4.5,5.75,2,22.7,0,0,1,0
621,18.3.2016,23:19,25,23,5,4.5,5.5,13.3,8.2,22.3,45,0,0.3,0.6,0.1,8.512,11.368500000000001,none,0,1,0,10.244,10.8615,none,5,4.75,6,1,11,0,0,1,1
622,19.3.2016,24:00,25,24,5.5,5.5,5.5,16,7.7,0.5,240,0,0,1,0,9.146,8.4165,none,0,0,1,10.006,10.35,none,5,4.5,5.75,0,11.5,0,0,1,0
623,20.3.2016,15:27,25,25,4.25,4.5,5.75,6.4,7.75,2.5,60,0,0.2,0.8,0,10.304,9.7905,none,0,0,1,9.398,8.084999999999999,none,4.75,5.25,6.5,0,25,1,0,1,0
624,21.3.2016,23:54,25,26,6,5,5.25,14,10.4,1.5,0,0.3,0.1,0.6,0,10.136,9.6105,none,0,0,1,10.862,9.622499999999999,none,4.5,4.75,5.5,0,10,0,0,1,0
625,22.3.2016,17:20,25,27,4.5,4,5.5,8.7,7.7,2,0,0.2,0.65,0.15,0,7.418,9.2715,none,0,1,0,6.756,7.6995000000000005,none,4.75,4.5,5.5,0,2,1,0,1,0
626,23.3.2016,19:37,25,28,4.25,5.5,6.5,7.6,9.2,3.6,0,0,0.5,0.5,0,7.768,8.227500000000001,none,0,1,0,8.362,10.014,none,5,4.75,6,0,4,1,0,1,0
627,24.3.2016,21:22,25,29,5.5,5.25,5.5,9.4,7.1,3.25,0,0,0.25,0.75,0,10.62,9.7005,almost,0,0,1,9.362,10.1625,at least one,5.5,5,6,1,3.25,0,0,1,0
628,25.3.2016,13:51,25,30,4.5,3.5,4.75,3.2,8.25,1,0,0,0.75,0.25,0,9.796,9.9495,none,0,0,1,11.048,9.045,none,4,4.5,5.5,1,1,0,0,1,1
629,26.3.2016,15:48,26,1,4,4,5.75,2,10.6,1.5,0,0,0.75,0.25,0,8.854,9.9855,almost,0,0,1,10.196,10.845,none,4.75,4.5,5.75,0,0.75,0,0,1,0
630,27.3.2016,15:15,26,2,5.5,5.25,5.25,2.75,11,1.25,0,0.8,0,0.2,0,8.666,8.879999999999999,none,1,0,0,11.248,9.7425,none,4.75,4.75,5.75,0,0.75,0,0,1,0
631,28.3.2016,19:22,26,3,4.75,4.5,5.75,6.3,10.1,5.15,20,0,0.75,0.25,0,10.432,9.385499999999999,none,0,1,0,8.642,9.3225,at least one,6,5,5.75,0,4.65,0,0,1,1
632,29.3.2016,20:38,26,4,5.25,5.25,5.5,8.6,8.75,0.3,0,0,0.2,0.8,0,9.484,11.500499999999999,none,0,1,0,11.618,11.1105,none,6,5.25,5.75,0,5,0,0,1,0
633,30.3.2016,18:51,26,5,5.25,6,6.25,7.3,7.5,2.8,40,0,0.05,0.8,0.15,9.938,11.3205,almost,1,0,0,9.354,11.07,none,5,4.75,6.5,0,5.4,0,0,1,0
634,31.3.2016,20:34,26,6,4,4.75,6.25,9.1,8.7,1.25,0,0,0.5,0.5,0,8.2,8.094,none,0,1,0,6.852,9.817499999999999,at least one,5.25,4.5,6.5,0,8,0,0,1,0
635,1.4.2016,13:34,26,7,4.75,5,5.25,1.8,9.9,14.75,0,0.1,0.4,0.5,0,9.614,11.271,almost,1,0,0,13.468,10.7685,none,4.75,4.5,5.75,1,1.25,0,0,1,1
636,2.4.2016,22:27,26,8,4.25,5.5,7.25,13.2,8,2.75,450,0,0.6,0.4,0,10.136,10.4265,none,0,0,1,9.488,11.2185,none,5.25,4.75,6,0,32.5,0,0,1,0
637,3.4.2016,18:31,26,9,5.5,5,6,6.75,9.25,3,20,0,0.25,0.75,0,7.732,8.4105,none,0,0,1,9.16,8.793000000000001,none,5,5,5.75,1,3,1,0,1,0
